"id","title","abstract","movie_url","start_time","end_time","talk_difficulty_id","talk_category_id","created_at","updated_at","conference_id","conference_day_id","track_id","video_published","document_url","show_on_timetable","talk_time_id","expected_participants","execution_phases","sponsor_id","id","talk_id","conference_id","status","created_at","updated_at"
"1198","Kata Containers - secure container beyond secure","Kata Containersは、安全なコンテナランタイムを構築するためのオープンソースプロジェクトです。 このトピックでは、最初にKata Containersとは何か、およびDocker/runcの違いを紹介します。 一般に、Kata Containersはセキュアコンテナと呼ばれますが、実際、Kata Containersはruncよりも安全であるだけでなく、その強力な分離機能により、runcでは困難なより多くの価値をもたらすことができます。 第2部では、Kata Containersの分離の詳細（リソースの分離、パフォーマンスの分離、障害の分離）と、Ant GroupでKata Containersを大規模に実行する方法について説明します。",NULL,"08:20:00","09:00:00","32","45","2021-08-23 06:51:39","2021-10-21 08:12:56","4","12","21","1","https://speakerdeck.com/liubin/kata-containers-secure-container-beyond-secure","1",NULL,NULL,NULL,NULL,"69","1198","4","1","2021-08-23 06:51:39.263949","2021-09-17 06:51:30.461915"
"1201","クラウドネイティブが強み！イマドキの銀行システムの姿","今年５月に開業したみんなの銀行。我々が目指す先は、宇宙一お客様のことを考える銀行であり、そもそも今の時代において、『銀行って何？』から再定義することを目的として設立しました。システムも従来の重厚長大なシステムに捕らわれず、「今の時代」に最適な組み合わせを選択した結果、フルクラウド銀行システムが誕生しました。その姿と今後の組織の展望をお話しします。",NULL,"03:00:00","03:20:00","32","54","2021-08-25 01:06:39","2021-10-05 04:23:21","4","11","20","1",,"1",NULL,NULL,NULL,NULL,"72","1201","4","1","2021-08-25 01:06:39.545462","2021-09-17 07:03:04.650821"
"1202","ステートフルアプリ on Kubernetesの現在と今後の展望 〜ステートフルの苦手意識を吹っ飛ばそう〜","もう、コンテナがステートフルアプリが苦手という時代は終わりました。
しかし、まだまだ苦手と思い込んでいる人も少なからずいます。
そこで、本講演では、この苦手意識をなくすためにKubernetesにてステートフルアプリを実行するにあたり、データを保持するために重要な鍵となる永続ボリュームを中心に、提供機能やアーキテクチャ、運用に向けた注意ポイント、今後の展望について紹介します。",NULL,"03:20:00","03:40:00","32","54","2021-08-25 03:43:56","2021-09-29 00:55:13","4","12","20","1",NULL,"1",NULL,NULL,NULL,NULL,"73","1202","4","1","2021-08-25 03:43:56.537286","2021-09-17 07:03:04.668705"
"1203","Mableの高速開発を支えるプラットフォーム","三菱UFJ銀行は安心できるお金の自動管理アプリ【Mable（メイブル）】を2020年9月にリリースしました。当サービスでは、実行環境としてAWSやOpenShiftなどを活用しています。活用にあたってのビジネス面、システム面の背景や実現したこと、設計ポイントや今後のロードマップについてお話しします。",NULL,"03:20:00","03:40:00","31","54","2021-08-25 11:37:30","2021-09-29 12:18:05","4","11","20","1",,"1",NULL,NULL,NULL,NULL,"74","1203","4","1","2021-08-25 11:37:30.549881","2021-09-17 07:03:04.686017"
"1204","世界中のユーザーが快適に利用できるクラウドネイティブなシステムを目指して","「家族アルバム みてね」は2015年4月にサービスを開始し、2021年3月に利用者数が1,000万人を突破しました。世界150か国以上でサービスを提供し、写真・動画の月間アップロード枚数は、2020年12月時点で1.4億枚に達しています。2020年から2021年にかけては、7つのサービス・機能をリリースし、3つのサービス・機能をアップデートしました。本セッションでは、このように新機能の開発スピードの加速や、海外での利用者数も伸びている中で、SREチームが取り組んできたKubernetes(Amazon EKS)への移行と運用、Observabilityの実現について紹介します。",NULL,"03:00:00","03:20:00","31","54","2021-08-26 01:53:18","2021-10-20 01:09:35","4","12","20","1","https://speakerdeck.com/isaoshimizu/cndt2021","1",NULL,NULL,NULL,NULL,"75","1204","4","1","2021-08-26 01:53:18.520796","2021-09-17 07:03:04.702838"
"1206","クラウド時代のアプリケーションログ埋め込みと活用法","クラウド上のバックエンドアプリケーションの開発者を対象に、リリース後のトラブルシューティングで泣かないための、アプリケーションログの埋め込みと検索について解説します。また実運用での事例についても紹介します。",NULL,"09:40:00","10:00:00","32","44","2021-08-27 08:39:57","2021-09-29 00:00:46","4","11","25","1",NULL,"1",NULL,NULL,NULL,NULL,"77","1206","4","1","2021-08-27 08:39:57.274905","2021-09-17 06:51:30.542053"
"1207","Kubernetesオペレータのアンチパターン＆ベストプラクティス","サイボウズではMOCO（MySQLオペレータ）やTopLVM（CSIプラグイン）をはじめとする数多くのカスタムコントローラやオペレータを開発し、RookやVictoriaMetrics Operator, ECKなどサードパーティ製のオペレータを含め、本番環境で運用しています。
それらの開発や運用の中で様々な問題に直面し、安定運用の維持に必要な対応をおこなってきました。
本発表ではこれまでの経験からチームが学んだKubernetesオペレータのアンチパターンとベストプラクティスを紹介します。",NULL,"08:20:00","09:00:00","32","38","2021-08-27 10:27:19","2021-09-29 01:05:23","4","11","20","1",NULL,"1",NULL,NULL,NULL,NULL,"78","1207","4","1","2021-08-27 10:27:19.292086","2021-09-17 06:51:30.567184"
"1208","How We Harden Platform Security at Mercari","At Mercari, we've been building internal development platform top on Kubernetes and Cloud native ecosystem for more than 3 years. The history of building the platform is the history of security hardening. In this session, I'm going to introduce what kind of security hardening we've implemented from basic k8s manifest security policy enforcement to supply chain integrity checking, IaC automation security, and zero-touch-based access automation. ",NULL,"03:40:00","04:00:00","31","54","2021-08-30 10:38:54","2021-10-08 05:14:13","4","11","20","1",,"1",NULL,NULL,NULL,NULL,"79","1208","4","1","2021-08-30 10:38:54.262052","2021-09-17 07:03:04.730528"
"1209","KubeCon NAの振り返りー最新のクラウドネイティブ界隈の状況をお伝えします。","10月に行われたKubeCon NAに現地で取材した情報を共有したいと思います。可能であれば複数人でラウンドテーブル的な座談会にできればと思います。",NULL,"08:20:00","09:00:00","31","53","2021-08-30 23:24:28","2021-10-26 06:33:20","4","12","23","1","https://docs.google.com/presentation/d/1nIYBM4vHxG8Mq4Ju4BsEu6uN4ZaOcqphSljZJhpZ7x0/edit?usp=sharing","1",NULL,NULL,NULL,NULL,"80","1209","4","1","2021-08-30 23:24:28.696810","2021-09-17 06:51:30.599041"
"1210","Kubernetes Cost Optimization（知っておきたいコンテナコスト最適化技術）","大規模な業務システムでもKubernetesを活用したコンテナ基盤を運用する事例が増えてきました。Kubernetesをうまく活用することで、クラウドネイティブな開発手法を取り入れつつ柔軟なインフラ構成を取ることで、システム要件に応じたコスト削減が実現できます。ただし、アプリケーションを安定稼働させつつコンピューティングリソースを最適化するためには、Kubernetesのしくみだけでなく、アプリケーション観点での考慮事項やクラウドの提供機能についても把握する必要があります。

本セッションでは、Kubernetesを活用したシステムのコストを最適化するポイントとして大規模映像解析ソリューション「Vision Data+」の開発を通して得たNode Pool/HPA/Cluster Autoscaler/Spot Instance/Pod Disruption Budget/KEDAや、リソース/コストの監視・ガバナンスとポリシー設定など、気になるコンテナコスト最適化のあれこれをご紹介します。 ",NULL,"09:20:00","09:40:00","31","43","2021-08-31 11:35:57","2021-10-28 04:58:05","4","12","22","1","https://www.slideshare.net/shihoasa/kubernetes-cost-optimization","1",NULL,NULL,NULL,NULL,"81","1210","4","1","2021-08-31 11:35:57.371737","2021-09-17 06:51:30.623831"
"1211","チームで作ってメンテするカスタムコントローラ","Kubernetesのカスタムコントローラ、作ってますか？
この手の開発は慣れている人に任せてしまったり、特定の人しかメンテナンスできない状態になってしまっていたりしませんか？

私たちのチームは、元はカスタムコントローラ開発どころかgolangでのコーディング経験もないメンバーが大半だったのですが、メンバー間で開発の分担や知識共有を適宜行うことで今では全メンバーが開発およびメンテナンスができる状態になっています。
これにより自動化できると思ったら積極的にコントローラ開発を行うチームの体制が出来上がり、K8sクラスタの運用コスト低減に繋げられています。

本セッションでは私たちがカスタムコントローラ開発においてどのように作業を分担・知識共有を行ないチーム全体でカスタムコントローラ開発の理解を深められたかをお話させていただこうと思います。
皆さんのチームの参考になりましたら幸いです。",NULL,"06:20:00","06:40:00","31","53","2021-09-01 10:06:43","2021-09-29 01:00:03","4","12","25","1",NULL,"1",NULL,NULL,NULL,NULL,"82","1211","4","1","2021-09-01 10:06:43.975967","2021-09-17 06:51:30.652146"
"1212","クラウドネイティブ × 持続可能なセルフサービス型データ分析ジョブプラットフォームの設計プラクティス","リクルートにおけるデータ活用の多様化とデータによる意思決定を加速させるためには、それを支える汎用的なデータプラットフォームが必要です。これらを実現するために我々のチームではセルフサービス型のジョブプラットフォームを開発・運用しています。セルフサービス型ジョブプラットフォームとは、プラットフォーム開発者を介することなく、データサイエンティストやデータプランナーが自由にデータを処理するためのジョブを開発・運用できるようにするための社内向け PaaS です。本セッションでは基盤の安定性と開発効率・データ活用のアジリティを高める設計思想と GoogleCloud/Kubernetes/ApacheAirflow2 などを利用した実装詳細、運用知見をご紹介します。",NULL,"06:20:00","07:00:00","32","49","2021-09-01 10:16:21","2021-09-29 00:59:34","4","11","22","1",NULL,"1",NULL,NULL,NULL,NULL,"83","1212","4","1","2021-09-01 10:16:21.648199","2021-09-17 06:51:30.675773"
"1238","Argo CD Deep Dive","Argo CDについて公式のdocumentにかかれている以上に詳細なアーキテクチャ、注意事項などについて
コードリーディングを通して分かったことを解説します。
セッションでは以下の２つを行います
1. Argo CD自体の紹介とアーキテクチャについて解説
  - Argo CDを実際にstaging/production運用するための構成についても触れます
3. Argo CDのいくつかのAPI EndpointをとりあげてArgoCDの動作の流れを紹介
  - ついでにArgoCDのコードリーディングする際の勘所もお伝えします",NULL,"08:20:00","09:00:00","32","37","2021-09-03 02:36:38","2021-09-29 01:04:06","4","11","24","1",NULL,"1",NULL,NULL,NULL,NULL,"85","1238","4","1","2021-09-03 02:36:38.638767","2021-09-17 06:51:30.709327"
"1242","クラウドネイティブ時代の大規模ウォーターフォール開発","アジャイル開発の手法は日本でも徐々に浸透しつつありますが、大規模な開発プロジェクトにおいてウォーターフォール開発はまだ主流派です。昨今はアジャイル開発のプラクティスを取り込んで効率化を目指す動きも活発になってきていますが、様々な障壁が待ち構えており困難を極めることも少なくありません。本セッションでは、大規模ウォーターフォール開発プロジェクトにけるCI/CD適用における障壁や回避策、ブランチ戦略の立て方の勘所を紹介します。",NULL,"09:20:00","10:00:00","31","37","2021-09-04 12:55:01","2021-09-29 11:39:59","4","11","24","1",,"1",NULL,NULL,NULL,NULL,"89","1242","4","1","2021-09-04 12:55:01.666091","2021-09-17 06:51:30.756010"
"1243","CiliumによるKubernetes Network Policyの実現","KubernetesではPodに関する通信をNetwork Policyと呼ばれるリソースを用いて制御することができます。
本講演ではこのNetwork Policyの説明をした後、CNIプラグインの一つであるCiliumを取り上げ、Network Policyの拡張であるCilium Network Policyについて、その機能やeBPFを活用した内部の実装について紹介します。",NULL,"09:20:00","10:00:00","32","42","2021-09-05 02:25:25","2021-10-15 03:13:29","4","12","23","1",,"1",NULL,NULL,NULL,NULL,"90","1243","4","1","2021-09-05 02:25:25.817105","2021-09-17 06:51:30.780023"
"1244","Kubernetesコントローラーを「手軽に」自動テストする","Kubernetesのカスタムコントローラーを使って、さまざまな自動化に取り組んでいると思います。
ところが、作成したコントローラーはクラスタなしでは動作しないので、自動テストを実装するのが難しくなります。
開発時から導入でき、CI上でも簡単に利用できるコントローラーの自動テストの手法について提案します。
対象者は、Kubernetesコントローラーをこれから書きたい方や、
普段コントローラーを開発しているが、自動テストを活用できていない方です。
",NULL,"06:40:00","07:00:00","32","38","2021-09-05 08:29:10","2021-09-29 00:56:30","4","12","25","1",NULL,"1",NULL,NULL,NULL,NULL,"91","1244","4","1","2021-09-05 08:29:10.197099","2021-09-17 06:51:30.807715"
"1245","VS Codeで実践！Kubernetes上のアプリのデバッグ実行手法","Kubernetes上で複数のマイクロサービスが協調動作する環境が一般的になってきました。その環境上でしか動作しないアプリケーションを、開発時のようにステップ実行してデバッグすること（以下、デバッグ実行）を諦めている方も多いと思います。VS Codeでは、Kubernetes上でアプリケーションをデバッグ実行する拡張機能が複数公開されています。本セッションでは、以下の3つのデバッグ実行の手法について、方法とその制約を解説、実演します。

- 拡張機能『Cloud Code』を使う
- kubectl port-forward を使う
- 拡張機能『Bridge To Kubernetes』を使う

ただし、本セッションでも本番環境のコンテナを直接デバッグ実行する方法については触れません。開発、ステージング環境など、ある程度構成を変更可能な環境を対象とします。",NULL,"06:40:00","07:00:00","31","44","2021-09-05 08:37:59","2021-09-28 23:55:35","4","12","20","1",NULL,"1",NULL,NULL,NULL,NULL,"92","1245","4","1","2021-09-05 08:37:59.494859","2021-09-17 06:51:30.839113"
"1246","Amazon EKS を活用した個人開発環境の整備と自動化への取り組み","Retty 株式会社では開発者個人の開発環境を Amazon EKS 上に構築し、払い出しています。また開発に使用する開発用データベースを毎月自動的に更新する仕組みも整備しています。
本セッションでは社内で広く使われている個人開発環境の概要から運用自動化の取り組みを紹介します。

・個人開発環境の概要
・Amazon EKS, EC2 Spot Instance の活用事例
・aws-load-balancer-controller と kubernetes-ingress (nginx) の活用事例
・Ansible k8s モジュールを使用した k8s リソースのプロビジョニングと開発環境払い出しの自動化
・AWS Step Functions と AWS Lambda を使用した開発用データべース更新の自動化

Retty の開発にあたってはメインのアプリケーション以外にも必要な API や依存する外部システムが多く存在するため、まとめて開発できる環境を Amazon EKS 上に構築し、それを開発者に払い出す形を取っています。
昔は手作業が多かったですが、今では数行の PR を出すだけで環境の追加や削除が行えるようになりました。

苦労したポイントや工夫したポイントなど幅広くお話できればと思っています。",NULL,"08:20:00","09:00:00","32","44","2021-09-06 02:34:55","2021-09-29 00:48:09","4","12","24","1",NULL,"1",NULL,NULL,NULL,NULL,"93","1246","4","1","2021-09-06 02:34:55.674183","2021-09-17 06:51:30.864366"
"1250","eStargzイメージとlazy pullingによる高速なコンテナ起動","コンテナイメージのpullはコンテナ起動処理のうち時間のかかるもののひとつです。この問題を解決するため、pull完了を待たずにコンテナ実行を可能にする高速なイメージ配布手法「lazy pulling」と、それを実現するOCI互換イメージ「eStargz」の開発がコミュニティで進められており、Kubernetes, k3s, containerd, CRI-O, Podman, BuildKitなど様々なツールで利用可能になっています。本セッションではそれら様々なツールでのeStargz利用や仕組み、標準化議論動向に至るまで徹底的に掘り下げます。",NULL,"09:20:00","09:40:00","32","45","2021-09-07 01:48:49","2021-10-11 13:44:50","4","12","21","1",,"1",NULL,NULL,NULL,NULL,"97","1250","4","1","2021-09-07 01:48:49.774989","2021-09-17 06:51:30.905172"
"1251","クラウドネイティブの複雑さに向き合うあなたへ","クラウドネイティブなアプローチを導入したシステムの構築にも慣れてきた頃。気がつけば存在している見知らぬリソース、増え続けるマイクロサービス、管理しきれないInfrastructure as Code、乱立するGitリポジトリ、動かないまま放置されたCI/CDパイプライン、誰も見ないモニタリングダッシュボード……。

変化し続けるビジネスニーズに応えられるような、変更に強いシステムを構築していたはずが、いつの間にか複雑なものになってしまったと感じているあなたへ。本セッションでは、クラウドネイティブな実践を続けていくために大切にすべきポイントについて考えていきます。",NULL,"06:20:00","06:40:00","31","53","2021-09-07 11:34:58","2021-09-29 00:43:41","4","12","21","1",NULL,"1",NULL,NULL,NULL,NULL,"98","1251","4","1","2021-09-07 11:34:58.711612","2021-09-17 06:51:30.931041"
"1252","Grafana Lokiで構築する1日20TBの大規模ログモニタリング基盤","LINEのPrivate CloudであるVerdaでは1日約20TBものログを集計する必要があります。
この要件に応えつつ将来的にもスケールさせられるように、我々はGrafana Lokiを活用しています。
しかし、現在は決して情報が充実しているとは言えません。
そこで我々が大規模環境下で運用するために検証してきた知見について、ドキュメントから読み取れない仕組みなども交えてご紹介します。",NULL,"06:20:00","07:00:00","32","43","2021-09-07 12:05:47","2021-10-23 01:11:08","4","11","24","1",,"1",NULL,NULL,NULL,NULL,"99","1252","4","1","2021-09-07 12:05:47.303097","2021-09-17 06:51:30.959622"
"1253","故障・並行実行への耐性を備えるマイクロサービストランザクション","マイクロサービスで分散トランザクションを実現する場合、単純にSagaを適用して補償トランザクションを実行する以上に検討しなければいけないことがあります。
本セッションでは、そもそも分散トランザクションが必要となった背景である、「分散環境の不整合」と、その原因となる故障・並行実行の理論に着目します。
そして、そこから導き出される、マイクロサービスが備えるべき、機能・検討項目を紹介します。",NULL,"09:40:00","10:00:00","32","40","2021-09-07 14:06:58","2021-10-21 07:08:12","4","12","25","1",,"1",NULL,NULL,NULL,NULL,"100","1253","4","1","2021-09-07 14:06:58.228785","2021-09-17 06:51:30.988190"
"1254","Anthos を使ったエンタープライズ向けクラスタの設計とアップグレード戦略のススメ","GCP でマイクロサービスの実行環境を構築する際、GKE + Anthos Service Mesh (ASM) の組み合わせは有力な選択肢のひとつです。 
このセッションでは、GKE + ASM によるエンタープライズ向けのクラスタ設計と、運用で避けては通れないクラスタアップグレードのプラクティスをご紹介します。
GCP および サービスメッシュ (Istio) の基礎知識がある方を対象に、より上手く GKE を設計・運用するための一助となれば幸いです。",NULL,"06:20:00","07:00:00","32","49","2021-09-07 15:33:39","2021-09-29 00:41:32","4","11","23","1",NULL,"1",NULL,NULL,NULL,NULL,"101","1254","4","1","2021-09-07 15:33:39.542920","2021-09-17 06:51:31.016486"
"1255","「ホットペッパービューティー」美容クリニックでのSRE活動","本講演ではこれからSRE活動を始めていこうとしている方にとって役立つ事例紹介をさせていただきます。

今回はホットペッパービューティーの美容クリニックのカウンセリング予約ができるサービス（以降、美容クリニック）のリリースから現在に至るまで、SREが取り組んできた活動のいくつかを、利用しているクラウド技術を交えながら発表いたします。

もともとはサーバサイドエンジニアとして開発を行っていた私は、美容クリニックにて初めてSREを担当し、現在に至るまでに試行錯誤しつつも様々なSRE活動に取り組んできました。
経験がない状態でSREチームを組閣し、SLI/SLOの策定からモニタリング環境整備まで、技術/非技術問わず、美容クリニックのSREがこれまで何をやってきたのかを具体的な事例を挙げて紹介いたします。",NULL,"06:40:00","07:00:00","31","53","2021-09-08 01:09:48","2021-09-29 00:17:50","4","12","21","1",NULL,"1",NULL,NULL,NULL,NULL,"102","1255","4","1","2021-09-08 01:09:48.065293","2021-09-17 06:51:31.045859"
"1256","EC2で稼働していたRailsアプリをECSに移行した話","2020年にEC2で稼働していたRailsアプリケーションをコンテナ化、Amazon ECSに移行して現在は運用フェーズに入っています。コンテナ管理、デプロイパイプライン、スケジュール実行、作業用コンテナなどの要素を中心に技術選定、設計、実装の観点からAWSにおけるコンテナ移行の知見を共有します。また、実際に運用して見えてきた課題、その解決策についてもお話します。",NULL,"09:40:00","10:00:00","32","43","2021-09-08 01:43:09","2021-10-04 04:01:16","4","12","22","1",,"1",NULL,NULL,NULL,NULL,"103","1256","4","1","2021-09-08 01:43:09.032108","2021-09-17 06:51:31.070196"
"1257","COSI (Container Object Storage Interface) で広がる永続ストレージの世界","既にKubernetesを使っている方は、多かれ少なかれオンデマンドにPersistent Volumeを使われていることでしょう。
本講演ではPersisten Volumeと同様にオブジェクトストレージを扱うための標準である、COSIのお話しをします。
Kubernetesでオブジェクトストレージのライフサイクルを管理することによって、ストレージの選択肢の広がりを感じましょう。",NULL,"08:20:00","09:00:00","32","48","2021-09-08 02:52:20","2021-10-21 06:02:01","4","12","20","1",,"1",NULL,NULL,NULL,NULL,"104","1257","4","1","2021-09-08 02:52:20.782721","2021-09-17 06:51:31.098090"
"1258","マイクロサービスにおける分散トランザクションライブラリ","マイクロサービスアーキテクチャにおいてマイクロサービス間のデータの整合性を保証するには、Sagaパターン等を用いる方法および分散トランザクションを用いる等の方法があります。本講演では、分散トランザクションを用いる方法の一つとして、Scalar DBと呼ばれるライブラリを用いて行う方法について、その仕組みや使い方を説明します。",NULL,"09:20:00","10:00:00","32","48","2021-09-08 06:10:17","2021-09-29 00:38:42","4","12","20","1",NULL,"1",NULL,NULL,NULL,NULL,"105","1258","4","1","2021-09-08 06:10:17.821507","2021-09-24 08:35:35.337298"
